File,Participant,Hits,Misses,CorrectRejections,FalseAlarms,Sensitivity,Specificity,d',%Accuracy,Average RT
psymrt_3005_20180122_2017.csv,3005,0,6,76,17,0.07692307692307693,0.1827956989247312,-7.736926585978063,0.7676767676767676,1071.2727272727273
psymrt_3006_20180122_1843.csv,3006,1,8,78,12,0.1111111111111111,0.13333333333333333,-6.037961874777033,0.797979797979798,1509.2631578947369
