File,Participant,Hits,Misses,CorrectRejections,FalseAlarms,Sensitivity,FalseErrorRate,d',%Accuracy,Average RT
psymrt_3005_20180122_2017.csv,3005,4,14,72,9,0.2222222222222222,0.1111111111111111,0.4559306800365448,0.7676767676767676,1071.2727272727273
psymrt_3006_20180122_1843.csv,3006,0,15,72,12,0.03225806451612903,0.14285714285714285,-0.7810257598757744,0.7272727272727273,1509.2631578947369
