File,Participant,Hits,Misses,CorrectRejections,FalseAlarms,Sensitivity,Specificity,d',%Accuracy,Average RT
psymrt_3005_20180122_2017.csv,3005,0,6,76,17,0.08333333333333333,0.1827956989247312,-8.711155901788553,0.7676767676767676,1071.2727272727273
psymrt_3006_20180122_1843.csv,3006,1,8,78,12,0.1111111111111111,0.13333333333333333,-6.547825268593496,0.797979797979798,1509.2631578947369
